188.20	1570.58
188.66	1570.58
189.13	1570.58
189.59	1482.45
190.06	1489.23
190.52	1527.64
190.99	1493.75
191.45	1541.20
191.91	1441.77
192.38	1471.15
192.84	1489.23
193.31	1545.72
193.77	1489.23
194.24	1514.08
194.70	1527.64
195.16	1511.82
195.63	1505.05
196.09	1484.71
196.56	1462.11
197.02	1484.71
197.48	1552.50
197.95	1466.63
198.41	1525.38
198.88	1425.95
199.34	1534.42
199.80	1534.42
200.27	1455.33
200.73	1450.81
201.19	1441.77
201.66	1462.11
202.12	1514.08
202.58	1473.41
203.05	1473.41
203.51	1432.73
203.98	1416.91
204.44	1482.45
204.90	1527.64
205.37	1459.85
205.83	1538.94
206.29	1534.42
206.75	1514.08
207.22	1502.79
207.68	1473.41
208.14	1525.38
208.61	1464.37
209.07	1484.71
209.53	1475.67
210.00	1434.99
210.46	1491.49
210.92	1450.81
211.38	1455.33
211.85	1455.33
212.31	1511.82
212.77	1527.64
213.24	1459.85
213.70	1477.93
214.16	1511.82
214.62	1475.67
215.09	1410.13
215.55	1482.45
216.01	1523.12
216.47	1496.01
216.94	1466.63
217.40	1419.17
217.86	1505.05
218.32	1523.12
218.78	1441.77
219.25	1387.53
219.71	1441.77
220.17	1387.53
220.63	1484.71
221.10	1509.56
221.56	1482.45
222.02	1545.72
222.48	1468.89
222.94	1518.60
223.40	1457.59
223.87	1518.60
224.33	1482.45
224.79	1527.64
225.25	1484.71
225.71	1462.11
226.17	1498.27
226.64	1511.82
227.10	1484.71
227.56	1468.89
228.02	1496.01
228.48	1475.67
228.94	1457.59
229.40	1453.07
229.87	1502.79
230.33	1480.19
230.79	1425.95
231.25	1489.23
231.71	1489.23
232.17	1486.97
232.63	1518.60
233.09	1484.71
233.56	1468.89
234.02	1471.15
234.48	1507.30
234.94	1471.15
235.40	1432.73
235.86	1444.03
236.32	1455.33
236.78	1441.77
237.24	1502.79
237.70	1450.81
238.16	1473.41
238.62	1484.71
239.08	1480.19
239.54	1496.01
240.01	1523.12
240.47	1532.16
240.93	1493.75
241.39	1471.15
241.85	1486.97
242.31	1511.82
242.77	1498.27
243.23	1428.21
243.69	1505.05
244.15	1511.82
244.61	1462.11
245.07	1398.83
245.53	1468.89
245.99	1507.30
246.45	1493.75
246.91	1489.23
247.37	1466.63
247.83	1489.23
248.29	1466.63
248.75	1496.01
249.21	1459.85
249.67	1450.81
250.13	1489.23
250.59	1464.37
251.05	1484.71
251.50	1482.45
251.96	1500.53
252.42	1529.90
252.88	1516.34
253.34	1459.85
253.80	1491.49
254.26	1394.31
254.72	1502.79
255.18	1500.53
255.64	1457.59
256.10	1453.07
256.56	1441.77
257.02	1473.41
257.47	1486.97
257.93	1547.98
258.39	1502.79
258.85	1477.93
259.31	1477.93
259.77	1511.82
260.23	1468.89
260.69	1516.34
261.15	1491.49
261.60	1520.86
262.06	1516.34
262.52	1496.01
262.98	1518.60
263.44	1484.71
263.90	1509.56
264.36	1477.93
264.81	1489.23
265.27	1468.89
265.73	1459.85
266.19	1444.03
266.65	1401.09
267.11	1475.67
267.56	1407.87
268.02	1516.34
268.48	1459.85
268.94	1471.15
269.40	1502.79
269.85	1428.21
270.31	1502.79
270.77	1448.55
271.23	1480.19
271.68	1477.93
272.14	1432.73
272.60	1484.71
273.06	1480.19
273.52	1439.51
273.97	1507.30
274.43	1457.59
274.89	1505.05
275.35	1486.97
275.80	1511.82
276.26	1500.53
276.72	1538.94
277.18	1505.05
277.63	1547.98
278.09	1462.11
278.55	1480.19
279.00	1493.75
279.46	1444.03
279.92	1505.05
280.38	1403.35
280.83	1446.29
281.29	1423.69
281.75	1441.77
282.20	1468.89
282.66	1437.25
283.12	1434.99
283.57	1432.73
284.03	1464.37
284.49	1477.93
284.94	1471.15
285.40	1486.97
285.86	1496.01
286.31	1468.89
286.77	1459.85
287.23	1455.33
287.68	1496.01
288.14	1473.41
288.60	1468.89
289.05	1471.15
289.51	1475.67
289.97	1477.93
290.42	1486.97
290.88	1493.75
291.33	1475.67
291.79	1493.75
292.25	1444.03
292.70	1471.15
293.16	1475.67
293.61	1448.55
294.07	1505.05
294.53	1468.89
294.98	1455.33
295.44	1466.63
295.89	1529.90
296.35	1480.19
296.80	1446.29
297.26	1486.97
297.72	1480.19
298.17	1511.82
298.63	1545.72
299.08	1432.73
299.54	1430.47
299.99	1477.93
300.45	1473.41
300.90	1423.69
301.36	1455.33
301.81	1434.99
302.27	1547.98
302.72	1455.33
303.18	1480.19
303.63	1509.56
304.09	1464.37
304.54	1428.21
305.00	1464.37
305.45	1457.59
305.91	1484.71
306.36	1477.93
306.82	1498.27
307.27	1453.07
307.73	1448.55
308.18	1457.59
308.64	1450.81
309.09	1444.03
309.55	1425.95
310.00	1475.67
310.46	1446.29
310.91	1484.71
311.36	1509.56
311.82	1520.86
312.27	1475.67
312.73	1477.93
313.18	1468.89
313.64	1489.23
314.09	1498.27
314.54	1482.45
315.00	1496.01
315.45	1468.89
315.91	1505.05
316.36	1520.86
316.81	1509.56
317.27	1455.33
317.72	1514.08
318.17	1482.45
318.63	1493.75
319.08	1468.89
319.54	1523.12
319.99	1525.38
